ID,model,engine_power,age_in_days,km,previous_owners,lat,lon,price,concadtBC,len(no_of_char),sumif,averageif,countifs
721,lounge,51,425,23638,1,45.35776901,9.612210274,10650,lounge 51,6,531.9699793,4974.995711,1
722,lounge,51,790,28070,1,41.90322113,12.49565029,8650,lounge 51,6,896.3988714,5374.485553,1
723,lounge,51,1339,39000,1,45.6095314,10.20856953,10450,lounge 51,6,1446.818101,7271.6883,1
724,pop,51,4139,98405,1,40.91917038,14.15332031,4490,pop 51,3,8736.072491,15306.15321,1
725,pop,51,913,7500,1,39.21453857,9.110489845,10500,pop 51,3,1013.325028,2716.475004,1
726,lounge,51,3500,95000,1,45.98527908,13.19664383,6999,lounge 51,6,3611.181923,15087.88313,1
727,lounge,51,456,21000,1,45.74602127,9.049969673,10900,lounge 51,6,562.7959909,4638.25657,1
728,lounge,51,762,22760,1,40.82139969,14.12238026,9790,lounge 51,6,868.94378,4774.849111,1
729,lounge,51,2527,136626,1,41.64091873,13.35050011,7000,lounge 51,6,2633.991419,20894.99877,1
730,lounge,51,609,8377,1,45.61869812,8.947460175,10870,lounge 51,6,715.5661583,2852.509451,1
731,lounge,51,762,12337,1,43.78237152,11.25498962,10700,lounge 51,6,869.0373611,3415.86248,1
732,pop,51,1035,64000,1,46.45465851,11.26266003,8250,pop 51,3,1144.717319,10485.24533,1
733,lounge,74,4596,121000,1,43.06753159,12.55154991,5500,lounge 74,6,4726.619082,18747.37415,1
734,lounge,74,425,18822,1,41.90322113,12.49565029,10500,lounge 74,6,554.3988714,4268.771267,1
735,pop,51,974,12500,1,39.21453857,9.110489845,10500,pop 51,3,1074.325028,3439.475004,1
736,sport,51,3684,124490,2,45.53266144,9.038920403,4790,sport 51,5,8581.571582,19010.65308,0
737,lounge,51,1096,57000,2,45.46796036,9.181779861,7900,lounge 51,6,1203.64974,9443.949963,0
738,lounge,51,4322,83000,2,41.20460129,16.59963989,5600,lounge 51,6,4432.804241,13290.97203,0
739,lounge,51,2223,117000,2,39.21453857,9.110489845,7900,lounge 51,6,2324.325028,18175.475,0
740,pop,51,1005,15000,2,41.90322113,12.49565029,11000,pop 51,3,1112.398871,3873.342696,0
741,lounge,51,640,23951,2,44.28387833,11.88813972,9790,lounge 51,6,749.1720181,4927.73886,0
742,pop,51,1066,46000,2,45.00690079,7.541729927,8450,pop 51,3,1171.548631,7946.078376,0
743,lounge,51,821,17185,1,38.12207031,13.36112022,10500,lounge 51,6,924.4831905,4087.783313,1
744,lounge,51,701,20216,1,44.38822174,7.54832983,10500,lounge 51,6,804.9365516,4503.705222,1
745,pop,51,1858,33000,1,45.60868835,9.269809723,9800,pop 51,3,1964.878498,6395.268357,1
746,lounge,51,425,11416,1,41.90322113,12.49565029,11000,lounge 51,6,531.3988714,3278.914124,1
747,lounge,51,3074,116000,1,45.4790802,8.819459915,5800,lounge 51,6,3180.29854,17855.04265,1
748,lounge,51,2251,117000,1,40.83581161,14.50440979,6500,lounge 51,6,2358.340221,17980.47717,1
749,pop,51,4474,56779,1,45.07107925,7.464029789,4490,pop 51,3,9068.535109,9407.076444,1
750,pop,51,790,40000,1,40.74029922,14.66654968,8700,pop 51,3,897.4068489,7085.62955,1
751,sport,62,3439,86000,1,39.21453857,9.110489845,7500,sport 62,5,3550.325028,13864.90358,1
752,pop,73,3592,65000,1,40.92850113,14.20366955,6500,pop 73,3,3721.132171,10746.16174,1
753,pop,51,4077,125000,1,43.75807953,11.18465996,4900,pop 51,3,9083.942739,19155.13468,1
754,lounge,51,456,17253,1,45.43610001,8.887869835,9890,lounge 51,6,562.3239698,3958.61771,1
755,sport,51,790,30000,1,45.06967926,7.704919815,10690,sport 51,5,894.7745991,5941.253514,1
756,lounge,51,2922,60600,1,44.50482178,11.34517956,9500,lounge 51,6,3029.850001,10447.83571,1
757,lounge,51,425,17770,1,41.40813828,13.76593971,10790,lounge 51,6,532.174078,4156.739154,1
758,lounge,51,4018,102841,1,38.22293854,15.38008976,6000,lounge 51,6,4123.603028,16138.51472,1
759,pop,51,487,12811,1,45.77899933,12.99709034,9900,pop 51,3,597.7760897,3330.11087,1
760,lounge,51,425,7778,1,41.90322113,12.49565029,11000,lounge 51,6,531.3988714,2759.199839,1
761,lounge,51,3774,119000,1,45.4790802,8.819459915,4800,lounge 51,6,8680.29854,18240.75693,1
762,lounge,51,3592,111000,1,44.41038895,8.938980103,5499,lounge 51,6,3697.349369,17171.62134,1
763,pop,51,1066,29176,1,40.73484039,14.57341957,7950,pop 51,3,1173.30826,5471.615466,1
764,lounge,62,3227,79000,1,40.96617889,17.11647987,8500,lounge 62,6,3348.082659,12979.01181,1
765,lounge,51,3957,117000,1,39.21453857,9.110489845,8500,lounge 51,6,4057.325028,18508.90358,1
766,pop,51,2616,99999,1,45.68421173,12.37557983,7500,pop 51,3,2726.059792,15746.72283,1
767,pop,51,3197,98000,1,45.43811035,12.31814957,5900,pop 51,3,3306.75626,15315.53661,1
768,lounge,51,762,25100,1,44.09373856,12.39601994,10900,lounge 51,6,870.4897585,5267.927108,1
769,lounge,51,2588,52000,1,44.55202866,7.725810051,7450,lounge 51,6,2692.277839,8878.182548,1
770,lounge,51,670,33000,1,41.90322113,12.49565029,10470,lounge 51,6,776.3988714,6321.62841,1
771,pop,51,366,21000,1,45.58409119,9.270959854,9900,pop 51,3,472.855051,4482.12215,1
772,lounge,51,640,37428,1,41.10787964,14.20880985,9400,lounge 51,6,747.3166895,6797.188098,1
773,pop,51,3957,95200,1,43.78237152,11.25498962,5300,pop 51,3,4064.037361,14938.00534,1
774,lounge,51,2953,121000,1,41.8230896,12.80220985,7495,lounge 51,6,3059.625299,18794.23219,1
775,lounge,51,4169,100000,1,40.86045837,14.52779961,4300,lounge 51,6,8576.388258,15511.62689,1
776,sport,51,2588,51000,1,45.53659058,10.23204041,7900,sport 51,5,2695.768631,8799.966947,1
777,lounge,51,762,17000,1,44.55202866,7.725810051,9850,lounge 51,6,866.2778387,3960.182548,1
778,pop,51,1400,25315,1,45.06967926,7.704919815,8200,pop 51,3,1504.774599,5003.110657,1
779,lounge,62,3074,129000,1,45.07014847,11.78954983,5799,lounge 62,6,3193.859698,19713.97996,1
780,pop,51,1370,91743,1,44.50883865,11.46907997,7450,pop 51,3,1477.977919,14381.85399,1
781,lounge,51,4414,140000,1,44.09373856,12.39601994,5500,lounge 51,6,4522.489759,21432.49854,1
782,lounge,51,670,40000,1,41.90322113,12.49565029,9970,lounge 51,6,776.3988714,7250.199839,1
783,lounge,51,425,19201,1,40.63722992,15.7992897,10800,lounge 51,6,533.4365196,4362.776646,1
784,pop,51,1766,45000,1,45.43830109,10.99170017,8000,pop 51,3,1874.430001,7839.49,1
785,lounge,51,670,32717,1,41.10787964,14.20880985,9400,lounge 51,6,777.3166895,6128.473813,1
786,lounge,51,397,14994,1,45.35776901,9.612210274,10950,lounge 51,6,503.9699793,3778.995711,1
787,lounge,51,2192,86500,1,45.56373978,9.97453022,6800,lounge 51,6,2299.53827,13657.79118,1
788,sport,51,3227,66000,1,41.07221985,14.02285004,5800,sport 51,5,3334.09507,10734.01358,1
789,lounge,51,762,60000,2,45.32001114,10.57859039,9400,lounge 51,6,870.8986015,10039.27123,0
790,lounge,51,821,19000,2,44.55202866,7.725810051,10050,lounge 51,6,926.2778387,4282.896834,0
791,lounge,51,2251,62061,2,45.06967926,7.704919815,7400,lounge 51,6,2356.774599,10260.25351,0
792,lounge,51,456,19834,1,41.90322113,12.49565029,9100,lounge 51,6,562.3988714,4214.485553,1
793,pop,51,4383,30000,1,45.55812073,9.213609695,6900,pop 51,3,4489.77173,5913.110247,1
794,lounge,51,1858,64000,1,43.78237152,11.25498962,7700,lounge 51,6,1965.037361,10524.29105,1
795,lounge,51,670,33000,1,41.90322113,12.49565029,10470,lounge 51,6,776.3988714,6321.62841,1
796,lounge,51,790,33232,1,42.94897842,13.87775993,9900,lounge 51,6,898.8267384,6290.832391,1
797,lounge,51,701,20300,1,45.68825912,8.731450081,10700,lounge 51,6,807.4197092,4544.631387,1
798,lounge,51,701,32633,1,41.10787964,14.20880985,8900,lounge 51,6,808.3166895,6049.473813,1
799,lounge,51,3258,49204,1,43.78451157,10.92465973,6900,lounge 51,6,3364.709171,8496.244167,1
800,lounge,51,2831,26000,1,44.69559097,10.64124966,7450,lounge 51,6,2938.336841,5199.04812,1
801,lounge,51,2192,86500,1,45.49134827,10.21743965,6800,lounge 51,6,2299.708788,13657.81554,1
802,lounge,51,731,23000,1,44.13837051,12.23882008,9950,lounge 51,6,839.3771906,4827.76817,1
803,sport,51,3500,60000,2,45.32001114,10.57859039,6900,sport 51,5,3608.898602,10073.12837,0
804,lounge,51,762,16000,2,44.55202866,7.725810051,9850,lounge 51,6,867.2778387,3817.325406,0
805,pop,51,366,10295,1,41.90322113,12.49565029,10100,pop 51,3,472.3988714,2981.342696,1
806,lounge,51,456,13238,1,41.90322113,12.49565029,9100,lounge 51,6,562.3988714,3272.199839,1
807,lounge,51,701,28975,1,45.35438919,11.86925983,9700,lounge 51,6,810.223649,5641.460521,1
808,lounge,51,701,19000,1,40.67237854,14.72821999,9999,lounge 51,6,808.4005985,4258.914371,1
809,pop,51,731,42990,1,44.50883865,11.46907997,9300,pop 51,3,838.9779186,7590.139703,1
810,lounge,51,425,20066,1,45.72071838,7.321430206,10950,lounge 51,6,530.0421486,4507.291736,1
811,lounge,51,790,18840,1,41.90322113,12.49565029,8900,lounge 51,6,896.3988714,4091.62841,1
812,lounge,51,640,38722,1,41.10787964,14.20880985,8900,lounge 51,6,747.3166895,6910.61667,1
813,sport,62,3044,98000,1,45.70610046,11.80737019,6000,sport 62,5,3164.513471,15309.78764,1
814,lounge,51,3623,99000,1,44.29430008,9.674440384,5800,lounge 51,6,3728.96874,15504.85268,1
815,pop,51,2009,73000,1,41.72117996,12.67368031,8700,pop 51,3,2115.39486,11973.91355,1
816,lounge,51,3378,130000,1,45.74349976,11.65355968,6100,lounge 51,6,3487.397059,19941.77101,1
817,lounge,51,852,37657,1,43.20687866,13.28464031,10400,lounge 51,6,960.491519,7003.213074,1
818,pop,51,4566,86000,1,45.06967926,7.704919815,5450,pop 51,3,4670.774599,13731.82494,1
819,lounge,51,2527,58247,1,45.06967926,7.704919815,8500,lounge 51,6,2631.774599,9911.9678,1
820,lounge,51,790,34963,1,45.70724869,11.4776001,9700,lounge 51,6,899.1848488,6509.597836,1
821,lounge,51,3988,31487,1,45.32001114,10.57859039,5900,lounge 51,6,4095.898602,5926.842657,1
822,lounge,51,1127,37000,1,40.67237854,14.72821999,10500,lounge 51,6,1234.400599,6962.771514,1
823,lounge,51,2192,69000,1,41.90322113,12.49565029,7500,lounge 51,6,2298.398871,11257.62841,1
824,lounge,51,790,30365,1,41.90322113,12.49565029,8650,lounge 51,6,896.3988714,5702.342696,1
825,lounge,51,640,35983,1,41.10787964,14.20880985,9400,lounge 51,6,747.3166895,6590.759527,1
826,pop,51,2647,62000,1,41.90322113,12.49565029,6500,pop 51,3,2753.398871,10179.3427,1
827,sport,62,2953,102800,1,45.0007019,7.68227005,6600,sport 62,5,3068.682972,16067.52614,1
828,lounge,51,790,29220,1,41.90322113,12.49565029,8650,lounge 51,6,896.3988714,5538.771267,1
829,lounge,51,1308,31750,1,43.20687866,13.28464031,9800,lounge 51,6,1416.491519,6138.784503,1
830,pop,51,731,47725,1,44.00579071,12.65631962,10350,pop 51,3,839.6621103,8416.666016,1
831,lounge,51,1521,27206,1,45.28242111,9.931300163,9950,lounge 51,6,1628.213721,5541.316246,1
832,lounge,51,701,20000,1,45.64250183,12.16362,9800,lounge 51,6,810.8061218,4373.686589,1
833,pop,51,2496,89000,1,40.66714096,16.60445023,8800,pop 51,3,2605.271591,14343.89594,1
834,lounge,51,790,28191,1,43.52902985,12.16218376,9490,lounge 51,6,897.6912136,5511.955888,1
835,lounge,51,2251,73453,4,45.06312943,7.57679987,7300,lounge 51,6,2358.639929,10389.70499,0
836,pop,51,366,16500,1,45.61186981,8.85474968,10500,pop 51,3,472.4666195,3924.923803,1
837,pop,51,366,11000,1,45.05659866,9.701760292,9900,pop 51,3,472.758359,3053.536908,1
838,lounge,51,609,31801,1,41.10787964,14.20880985,9400,lounge 51,6,716.3166895,5988.902384,1
839,lounge,51,790,47524,1,45.70724869,11.4776001,9900,lounge 51,6,899.1848488,8332.597836,1
840,lounge,51,3258,71000,1,45.50646973,8.815190315,7500,lounge 51,6,3364.32166,11695.61738,1
841,lounge,51,366,13180,1,41.90322113,12.49565029,10100,lounge 51,6,472.3988714,3393.914124,1
842,lounge,51,821,29560,1,41.90322113,12.49565029,10400,lounge 51,6,927.3988714,5841.771267,1
843,pop,62,2282,117000,1,45.50944901,9.088700294,7100,pop 62,3,2399.598149,18071.65688,1
844,pop,51,1066,64700,1,45.53659058,10.23204041,8800,pop 51,3,1173.768631,10667.96695,1
845,lounge,51,762,33245,1,41.10787964,14.20880985,10900,lounge 51,6,869.3166895,6431.330956,1
846,lounge,51,425,18641,1,45.70724869,11.4776001,10500,lounge 51,6,534.1848488,4240.026407,1
847,lounge,51,1400,21000,1,41.80298996,12.59893036,9590,lounge 51,6,1506.40192,4585.91456,1
848,lounge,51,487,2790,1,45.76697922,11.73840046,10400,lounge 51,6,3386.50538,1970.215054,1
849,lounge,51,3197,85373,1,45.06312943,7.57679987,5900,lounge 51,6,3301.639929,13511.37713,1
850,lounge,51,640,5591,1,46.01776123,11.90305996,10500,lounge 51,6,749.9208212,2406.560117,1
851,lounge,51,1766,66000,1,41.90322113,12.49565029,8900,lounge 51,6,1872.398871,10968.19984,1
852,lounge,51,701,35098,1,41.10787964,14.20880985,8900,lounge 51,6,808.3166895,6401.61667,1
853,lounge,51,1035,33000,1,41.66950989,12.50222969,9999,lounge 51,6,1141.17174,6306.453106,1
854,lounge,62,3013,73799,1,42.74776077,13.88801956,5500,lounge 62,6,3132.63578,11776.66225,1
855,lounge,51,4292,65000,1,44.58037186,10.73155022,5000,lounge 51,6,4399.311922,10629.18742,1
856,lounge,51,790,29395,1,41.90322113,12.49565029,8650,lounge 51,6,896.3988714,5563.771267,1
857,pop,62,3562,87000,1,44.06312943,12.44701004,3990,pop 62,3,7671.510139,13524.78716,1
858,lounge,51,821,28000,1,45.64572144,11.78437042,9900,lounge 51,6,930.4300919,5547.918585,1
859,pop,51,1644,41195,1,41.90322113,12.49565029,8500,pop 51,3,1750.398871,7349.62841,1
860,lounge,51,456,22000,1,45.96057129,8.449370384,10490,lounge 51,6,562.4099417,4722.487135,1
861,pop,51,3409,118000,1,44.09373856,12.39601994,5500,pop 51,3,3517.489759,18145.64139,1
862,lounge,51,821,26333,1,41.60960007,12.54716969,9800,lounge 51,6,927.1567698,5295.022396,1
863,pop,62,2892,90211,2,45.06312943,7.57679987,6800,pop 62,3,3008.639929,14288.66285,0
864,lounge,51,640,5591,1,45.40943909,11.87170982,10500,lounge 51,6,749.2811489,2406.468736,1
865,lounge,51,670,35016,1,41.10787964,14.20880985,9400,lounge 51,6,777.3166895,6456.902384,1
866,lounge,51,3623,97000,1,45.46796036,9.181779861,5300,lounge 51,6,3729.64974,15147.80711,1
867,lounge,51,2678,93000,1,45.13882065,9.054120064,5900,lounge 51,6,2784.192941,14527.02756,1
868,sport,51,3347,86000,1,45.56449127,10.11561012,5999,sport 51,5,3454.680101,13636.81144,1
869,lounge,51,821,29370,1,41.90322113,12.49565029,10400,lounge 51,6,927.3988714,5814.62841,1
870,lounge,51,2131,79000,1,40.85470963,14.37921047,8190,lounge 51,6,2238.23392,12776.17627,1
871,lounge,51,3470,71500,1,41.46273041,12.90528011,6700,lounge 51,6,3576.368011,11683.05257,1
872,sport,73,4292,172000,1,41.90322113,12.49565029,4500,sport 73,5,8920.398871,25846.3427,1
873,lounge,51,762,41827,1,45.6835289,11.95294952,9500,lounge 51,6,871.6364784,7457.662354,1
874,lounge,51,1886,59800,1,45.7832489,12.48812008,7900,lounge 51,6,1996.271369,9957.324481,1
875,lounge,62,3227,152577,1,40.74824142,14.52834988,6190,lounge 62,6,3345.276591,23159.61094,1
876,lounge,51,640,5591,1,45.92216873,12.36149979,10500,lounge 51,6,750.2836685,2406.611953,1
877,lounge,51,670,32855,1,41.10787964,14.20880985,9400,lounge 51,6,777.3166895,6148.188098,1
878,pop,51,943,55000,1,45.77859116,8.946249962,7500,pop 51,3,1049.724841,9078.817834,1
879,pop,51,1492,83063,1,44.50883865,11.46907997,7450,pop 51,3,1599.977919,13159.28256,1
880,pop,51,366,25955,1,45.46796036,9.181779861,10390,pop 51,3,472.6497402,5259.949963,1
881,lounge,51,1858,42000,2,41.66950989,12.50222969,8400,lounge 51,6,1965.17174,7481.310249,0
882,lounge,51,2496,60000,2,40.85470963,14.37921047,6490,lounge 51,6,2604.23392,9871.176274,0
883,pop,51,790,45012,2,41.10787964,14.20880985,8500,pop 51,3,898.3166895,7773.045241,0
884,lounge,51,2374,100000,1,40.92850113,14.20366955,5900,lounge 51,6,2481.132171,15483.73317,1
885,lounge,51,762,19785,1,45.35438919,11.86925983,9500,lounge 51,6,871.223649,4308.746236,1
886,lounge,51,731,26521,1,42.10424042,13.60245895,10500,lounge 51,6,838.7066994,5409.243814,1
887,lounge,51,456,21907,1,43.4397583,13.60725975,10800,lounge 51,6,565.0470181,4753.86386,1
888,lounge,51,2831,41000,1,41.15206146,15.08308983,7900,lounge 51,6,2939.235151,7406.319307,1
889,pop,51,456,23000,1,41.90322113,12.49565029,9970,pop 51,3,562.3988714,4790.62841,1
890,lounge,51,701,41740,1,41.10787964,14.20880985,9400,lounge 51,6,808.3166895,7421.902384,1
891,pop,51,1066,64500,1,45.56040955,8.059780121,7900,pop 51,3,1171.62019,10510.51717,1
892,lounge,51,456,13716,1,45.39360046,10.48223972,10900,lounge 51,6,563.8758402,3597.839406,1
893,pop,51,790,32130,1,37.51858139,15.00710964,10900,pop 51,3,894.525691,6275.217956,1
894,pop,51,4200,131000,1,45.03190994,9.241109848,4500,pop 51,3,8806.27302,19972.61043,1
895,pop,51,790,52274,1,41.10787964,14.20880985,8500,pop 51,3,897.3166895,8810.473813,1
896,lounge,51,1035,40000,1,41.90322113,12.49565029,8900,lounge 51,6,1141.398871,7149.485553,1
897,pop,51,1492,91232,1,44.50883865,11.46907997,7450,pop 51,3,1599.977919,14326.28256,1
898,lounge,51,425,17300,1,41.20264816,13.85301018,9900,lounge 51,6,532.0556583,3962.436523,1
899,pop,51,2009,58644,1,40.74824142,14.52834988,7390,pop 51,3,2116.276591,9736.039513,1
900,lounge,51,3835,100000,1,44.71783829,8.287130356,5200,lounge 51,6,3940.004969,15592.14357,1
901,pop,51,397,19000,1,41.90322113,12.49565029,9970,pop 51,3,503.3988714,4210.771267,1
902,lounge,51,548,12000,1,43.86373901,7.853020191,9990,lounge 51,6,651.7167592,3235.245251,1
903,lounge,51,670,43814,1,41.10787964,14.20880985,9400,lounge 51,6,777.3166895,7713.759527,1
904,lounge,51,366,9248,1,40.82139969,14.12238026,10000,lounge 51,6,472.94378,2817.991969,1
905,pop,51,2435,130000,1,41.77008057,12.22710991,5900,pop 51,3,2540.99719,19777.57103,1
906,lounge,51,762,10400,1,44.90724182,8.611559868,9900,lounge 51,6,867.5188017,3024.645543,1
907,lounge,51,1370,27512,1,45.62984848,9.155119896,9490,lounge 51,6,1476.784968,5497.683567,1
908,sport,51,4414,177000,1,46.49528122,11.35346031,5400,sport 51,5,4523.848742,26703.97839,1
909,lounge,51,1005,47800,1,41.46273041,12.90528011,10300,lounge 51,6,1111.368011,8459.481144,1
910,lounge,51,3197,114500,1,46.07004929,11.11925983,7790,lounge 51,6,3306.189309,17943.02704,1
911,lounge,51,1766,56205,1,44.50883865,11.46907997,9300,lounge 51,6,1873.977919,9626.28256,1
912,sport,51,3712,130000,2,45.76197052,11.43605042,6000,sport 51,5,3822.198021,19975.02829,0
913,lounge,51,4049,111498,4,45.64609909,10.49915981,6500,lounge 51,6,4160.145259,15270.51816,0
914,sport,73,4322,128000,1,45.06967926,7.704919815,4400,sport 73,5,8848.774599,19550.39637,1
915,pop,51,397,18000,1,41.90322113,12.49565029,9970,pop 51,3,503.3988714,4067.914124,1
916,lounge,51,397,17081,1,45.06967926,7.704919815,10900,lounge 51,6,501.7745991,4069.682086,1
917,lounge,51,670,41260,1,41.10787964,14.20880985,9400,lounge 51,6,777.3166895,7348.902384,1
918,lounge,51,366,9248,1,40.9952507,17.21916008,10000,lounge 51,6,476.2144108,2818.459202,1
919,lounge,51,1644,58243,1,45.43811035,12.31814957,9300,lounge 51,6,1753.75626,9900.250894,1
920,lounge,51,2861,84500,1,45.51256943,10.32901001,6500,lounge 51,6,2968.841579,13424.83451,1
921,pop,51,4322,132848,1,45.63243103,8.888850212,4900,pop 51,3,9328.521281,20311.21733,1
922,lounge,51,3865,120000,1,45.50054932,9.326600075,4500,lounge 51,6,8471.827149,18353.83245,1
923,lounge,51,701,24446,1,40.40106964,15.59286976,10399,lounge 51,6,808.9939394,5094.141991,1
924,lounge,51,3258,77000,1,39.93104172,18.36047935,6900,lounge 51,6,3368.291521,12467.61307,1
925,pop,51,1370,106074,1,44.50883865,11.46907997,7450,pop 51,3,1477.977919,16429.1397,1
926,sport,58,3684,62000,1,45.5198288,9.365619659,5800,sport 58,5,3797.885448,10228.84078,1
927,lounge,51,3592,83721,1,40.83581161,14.50440979,5990,lounge 51,6,3699.340221,13345.0486,1
928,lounge,51,670,21000,1,43.71086121,10.78357983,10800,lounge 51,6,776.494441,4654.499206,1
929,pop,51,4627,148000,1,45.35660172,9.203450203,3500,pop 51,3,8233.560052,22319.36572,1
930,lounge,51,1492,30795,1,45.14241028,10.01521015,10700,lounge 51,6,1599.15762,6157.022517,1
931,lounge,51,670,36832,1,41.10787964,14.20880985,8900,lounge 51,6,777.3166895,6644.902384,1
932,lounge,51,1644,47500,1,44.90724182,8.611559868,9500,lounge 51,6,1749.518802,8393.502686,1
933,lounge,62,3347,94000,1,41.90322113,12.49565029,5800,lounge 62,6,3464.398871,14752.77127,1
934,lounge,51,4230,103518,1,45.43811035,12.31814957,4500,lounge 51,6,8839.75626,16051.82232,1
935,pop,51,2192,98000,1,45.42673111,9.064720154,6900,pop 51,3,2298.491451,15314.35592,1
936,pop,73,4658,165000,2,45.58409119,9.270959854,3600,pop 73,3,8387.855051,24769.83644,0
937,lounge,51,4658,56779,2,45.25130844,10.66870022,10900,lounge 51,6,4766.920009,10349.98857,0
938,pop,51,2861,77550,1,45.72039032,12.46597958,7100,pop 51,3,2971.18637,12517.59805,1
939,pop,51,1492,88639,1,44.50883865,11.46907997,7450,pop 51,3,1599.977919,13955.85399,1
940,pop,51,762,18000,1,41.90322113,12.49565029,8399,pop 51,3,868.3988714,3895.62841,1
941,lounge,51,2162,71000,1,41.90322113,12.49565029,6890,lounge 51,6,2268.398871,11451.91412,1
942,lounge,51,2496,75000,1,45.57373047,8.913009644,6900,lounge 51,6,2602.48674,12072.49811,1
943,lounge,51,397,16100,1,41.90322113,12.49565029,9970,lounge 51,6,503.3988714,3796.914124,1
944,lounge,51,1613,65453,1,45.65016174,9.205189705,9900,lounge 51,6,1719.855351,11011.12219,1
945,lounge,51,670,35804,1,41.10787964,14.20880985,8900,lounge 51,6,777.3166895,6498.045241,1
946,lounge,51,366,9248,1,38.12207031,13.36112022,10000,lounge 51,6,469.4831905,2817.497599,1
947,lounge,62,2922,99400,1,44.64805984,7.650589943,5700,lounge 62,6,3037.29865,15448.89981,1
948,lounge,51,397,15042,1,45.43811035,12.31814957,10800,lounge 51,6,506.7562599,3764.822323,1
949,pop,51,2739,84000,1,45.42673111,9.064720154,7300,pop 51,3,2845.491451,13449.64164,1
950,lounge,51,790,32000,1,41.57223892,13.33368969,9490,lounge 51,6,896.9059286,6055.986561,1
951,lounge,51,762,36463,1,41.10787964,14.20880985,10900,lounge 51,6,869.3166895,6891.045241,1
952,lounge,51,3684,78000,1,43.55290985,10.31997967,6500,lounge 51,6,3789.87289,12613.55327,1
953,lounge,51,2009,35552,1,42.56283188,12.64220047,8900,lounge 51,6,2116.205032,6653.315005,1
954,lounge,51,2739,93000,1,45.74077988,9.581009865,8800,lounge 51,6,2846.32179,14950.18883,1
955,lounge,51,456,9097,1,45.81475067,8.830129623,10700,lounge 51,6,562.6448803,2909.234983,1
956,lounge,51,790,34000,1,44.98553085,7.870960236,10500,lounge 51,6,894.8564911,6485.693784,1
957,lounge,51,790,26210,1,41.90322113,12.49565029,8750,lounge 51,6,896.3988714,5123.056982,1
958,lounge,62,3013,90000,1,45.06967926,7.704919815,7300,lounge 62,6,3128.774599,14347.68209,1
959,lounge,51,640,33141,1,41.10787964,14.20880985,8900,lounge 51,6,747.3166895,6113.330956,1
960,lounge,51,366,9248,1,43.78237152,11.25498962,10000,lounge 51,6,473.0373611,2818.005337,1
961,pop,51,4414,201000,1,45.14113998,9.10807991,2500,pop 51,3,7020.24922,29717.46417,1
962,lounge,51,1978,59000,1,44.98873901,9.010499954,7190,lounge 51,6,2083.999239,9754.142748,1
963,pop,51,2831,83000,1,46.49528122,11.35346031,6800,pop 51,3,2940.848742,13248.97839,1
964,lounge,51,731,10400,1,44.0098114,10.59037018,10800,lounge 51,6,837.6001816,3148.942883,1
965,lounge,51,731,17000,1,45.25130844,10.66870022,9100,lounge 51,6,838.9200087,3849.13143,1
966,lounge,51,2831,50247,1,44.05541992,12.57003975,7380,lounge 51,6,2939.62546,8653.089351,1
967,lounge,51,3227,78000,1,44.11185837,9.958860397,7800,lounge 51,6,3333.070719,12734.0101,1
968,lounge,51,1858,60000,1,41.35784912,13.42463017,8900,lounge 51,6,1964.782479,10124.25464,1
969,pop,51,731,34300,1,41.45072174,12.62502003,9490,pop 51,3,837.0757418,6375.582249,1
970,lounge,51,790,29340,1,41.90322113,12.49565029,8650,lounge 51,6,896.3988714,5555.914124,1
971,lounge,51,701,29000,1,36.85583878,14.76047039,10700,lounge 51,6,804.6163092,5787.088044,1
972,pop,51,517,18000,1,40.91075134,14.50899029,10900,pop 51,3,624.4197416,4218.059963,1
973,lounge,51,640,37307,1,41.10787964,14.20880985,8900,lounge 51,6,747.3166895,6708.473813,1
974,lounge,51,1096,50290,1,41.90322113,12.49565029,7100,lounge 51,6,1202.398871,8371.056982,1
975,lounge,51,701,19000,1,40.73484039,14.57341957,9499,lounge 51,6,808.30826,4187.472609,1
976,pop,51,1978,53243,1,44.28387833,11.88813972,8990,pop 51,3,2086.172018,9188.73886,1
977,lounge,51,1613,12400,1,45.45331955,10.40966988,10500,lounge 51,6,1720.862989,3517.980427,1
978,lounge,51,731,26200,1,44.0098114,10.59037018,10800,lounge 51,6,837.6001816,5406.08574,1
979,lounge,51,731,15000,1,45.25130844,10.66870022,9100,lounge 51,6,838.9200087,3563.417144,1
980,lounge,51,762,9900,1,45.70759964,8.911669731,10950,lounge 51,6,868.6192694,3103.374181,1
981,sport,62,2800,6200,1,43.37266159,13.21980953,7500,sport 62,5,2919.592471,2374.798924,1
982,pop,51,762,15600,1,41.90322113,12.49565029,9900,pop 51,3,868.3988714,3767.199839,1
983,pop,73,3623,133000,1,45.46796036,9.181779861,6300,pop 73,3,3751.64974,20436.23568,1
984,lounge,51,821,29520,1,41.90322113,12.49565029,10400,lounge 51,6,927.3988714,5836.056982,1
985,sport,51,4139,87000,1,41.90322113,12.49565029,5900,sport 51,5,4245.398871,13878.48555,1
986,pop,51,1766,55519,1,45.12158966,7.81551981,8700,pop 51,3,1870.937109,9441.705301,1
987,lounge,51,701,38315,1,41.10787964,14.20880985,9400,lounge 51,6,808.3166895,6932.61667,1
988,lounge,51,366,9248,1,45.00674057,8.924189568,10000,lounge 51,6,471.9309301,2817.847276,1
